Number,A,B',B'',X,r_A,r_B',r_B'',r_X,χ_A,χ_B',χ_B'',χ_X,Formula,Formation energy per atom,Bandgap
1723,Na,Lu,Tl,I,1.39,0.861,1.50,2.20,0.93,1.27,1.62,2.66,Na2LuTlI6,-0.968946616,2.39
2206,Rb,Lu,Na,F,1.72,0.861,1.02,1.33,0.82,1.27,0.93,3.98,Rb2LuNaF6,-3.47933037,6.548
2244,Rb,Lu,Na,Cl,1.72,0.861,1.02,1.81,0.82,1.27,0.93,3.16,Rb2LuNaCl6,-2.087909343,5.047
2258,Rb,Lu,Tl,F,1.72,0.861,1.50,1.33,0.82,1.27,1.62,3.98,Rb2LuTlF6,-3.209893878,4.908
2298,Rb,Lu,Tl,Cl,1.72,0.861,1.50,1.81,0.82,1.27,1.62,3.16,Rb2LuTlCl6,-1.875384102,4.384
2328,Rb,Lu,Na,Br,1.72,0.861,1.02,1.96,0.82,1.27,0.93,2.96,Rb2LuNaBr6,-1.785050909,4.083
2351,Rb,Lu,Tl,Br,1.72,0.861,1.50,1.96,0.82,1.27,1.62,2.96,Rb2LuTlBr6,-1.599697417,3.899
2406,Rb,Lu,Na,I,1.72,0.861,1.02,2.20,0.82,1.27,0.93,2.66,Rb2LuNaI6,-1.375112644,3.412
2423,Rb,Lu,Tl,I,1.72,0.861,1.50,2.20,0.82,1.27,1.62,2.66,Rb2LuTlI6,-1.221372402,3.303
3050,Tl,Lu,Na,F,1.70,0.861,1.02,1.33,1.62,1.27,0.93,3.98,Tl2LuNaF6,-3.039451101,4.544
3095,Tl,Lu,Na,Cl,1.70,0.861,1.02,1.81,1.62,1.27,0.93,3.16,Tl2LuNaCl6,-1.654530074,4.041
3165,Tl,Lu,Na,Br,1.70,0.861,1.02,1.96,1.62,1.27,0.93,2.96,Tl2LuNaBr6,-1.35793489,3.298
3293,Tl,Lu,Na,I,1.70,0.861,1.02,2.20,1.62,1.27,0.93,2.66,Tl2LuNaI6,-0.952489875,2.516
2,Cs,Er,Li,F,1.88,0.890,0.76,1.33,0.79,1.24,0.98,3.98,Cs2ErLiF6,-3.451282547,7.309
14,Cs,Er,Na,F,1.88,0.890,1.02,1.33,0.79,1.24,0.93,3.98,Cs2ErNaF6,-3.463374782,6.864
31,Cs,Er,Na,Cl,1.88,0.890,1.02,1.81,0.79,1.24,0.93,3.16,Cs2ErNaCl6,-2.130930005,5.337
42,Cs,Er,Tl,F,1.88,0.890,1.50,1.33,0.79,1.24,1.62,3.98,Cs2ErTlF6,-3.226567041,5.168
76,Cs,Er,Tl,Cl,1.88,0.890,1.50,1.81,0.79,1.24,1.62,3.16,Cs2ErTlCl6,-1.932630514,4.521
87,Cs,Er,Na,Br,1.88,0.890,1.02,1.96,0.79,1.24,0.93,2.96,Cs2ErNaBr6,-1.840659321,4.379
95,Cs,Er,Li,Br,1.88,0.890,0.76,1.96,0.79,1.24,0.98,2.96,Cs2ErLiBr6,-1.826719836,4.287
113,Cs,Er,Tl,Br,1.88,0.890,1.50,1.96,0.79,1.24,1.62,2.96,Cs2ErTlBr6,-1.66517608,4.033
167,Cs,Er,Na,I,1.88,0.890,1.02,2.20,0.79,1.24,0.93,2.66,Cs2ErNaI6,-1.443782806,3.346
168,Cs,Er,Tl,I,1.88,0.890,1.50,2.20,0.79,1.24,1.62,2.66,Cs2ErTlI6,-1.295137065,3.338
190,Cs,Er,Li,I,1.88,0.890,0.76,2.20,0.79,1.24,0.98,2.66,Cs2ErLiI6,-1.427572321,3.183
660,K,Er,Li,F,1.64,0.890,0.76,1.33,0.82,1.24,0.98,3.98,K2ErLiF6,-3.471070482,6.73
668,K,Er,Na,F,1.64,0.890,1.02,1.33,0.82,1.24,0.93,3.98,K2ErNaF6,-3.437015717,6.298
691,K,Er,Li,Cl,1.64,0.890,0.76,1.81,0.82,1.24,0.98,3.16,K2ErLiCl6,-2.054817706,5.058
711,K,Er,Na,Cl,1.64,0.890,1.02,1.81,0.82,1.24,0.93,3.16,K2ErNaCl6,-2.04784069,4.843
734,K,Er,Tl,F,1.64,0.890,1.50,1.33,0.82,1.24,1.62,3.98,K2ErTlF6,-3.145485726,4.496
761,K,Er,Tl,Cl,1.64,0.890,1.50,1.81,0.82,1.24,1.62,3.16,K2ErTlCl6,-1.823830949,4.075
764,K,Er,Li,Br,1.64,0.890,0.76,1.96,0.82,1.24,0.98,2.96,K2ErLiBr6,-1.746692771,4.048
784,K,Er,Na,Br,1.64,0.890,1.02,1.96,0.82,1.24,0.93,2.96,K2ErNaBr6,-1.746072006,3.941
837,K,Er,Tl,Br,1.64,0.890,1.50,1.96,0.82,1.24,1.62,2.96,K2ErTlBr6,-1.551871765,3.483
858,K,Er,Na,I,1.64,0.890,1.02,2.20,0.82,1.24,0.93,2.66,K2ErNaI6,-1.337097241,3.276
868,K,Er,Tl,I,1.64,0.890,1.50,2.20,0.82,1.24,1.62,2.66,K2ErTlI6,-1.17862725,3.225
884,K,Er,Li,I,1.64,0.890,0.76,2.20,0.82,1.24,0.98,2.66,K2ErLiI6,-1.330451506,3.17
1497,Na,Er,Li,F,1.39,0.890,0.76,1.33,0.93,1.24,0.98,3.98,Na2ErLiF6,-3.348520421,5.516
1530,Na,Er,Li,Cl,1.39,0.890,0.76,1.81,0.93,1.24,0.98,3.16,Na2ErLiCl6,-1.882052394,3.998
1600,Na,Er,Li,Br,1.39,0.890,0.76,1.96,0.93,1.24,0.98,2.96,Na2ErLiBr6,-1.56740771,3.126
1615,Na,Er,Tl,Cl,1.39,0.890,1.50,1.81,0.93,1.24,1.62,3.16,Na2ErTlCl6,-1.625333887,3.011
1682,Na,Er,Tl,Br,1.39,0.890,1.50,1.96,0.93,1.24,1.62,2.96,Na2ErTlBr6,-1.353631703,2.632
1728,Na,Er,Tl,I,1.39,0.890,1.50,2.20,0.93,1.24,1.62,2.66,Na2ErTlI6,-0.977648438,2.371
1735,Na,Er,Li,I,1.39,0.890,0.76,2.20,0.93,1.24,0.98,2.66,Na2ErLiI6,-1.142956195,2.354
2197,Rb,Er,Li,F,1.72,0.890,0.76,1.33,0.82,1.24,0.98,3.98,Rb2ErLiF6,-3.469389707,6.894
2208,Rb,Er,Na,F,1.72,0.890,1.02,1.33,0.82,1.24,0.93,3.98,Rb2ErNaF6,-3.455210442,6.468
2229,Rb,Er,Li,Cl,1.72,0.890,0.76,1.81,0.82,1.24,0.98,3.16,Rb2ErLiCl6,-2.08717643,5.218
2246,Rb,Er,Na,Cl,1.72,0.890,1.02,1.81,0.82,1.24,0.93,3.16,Rb2ErNaCl6,-2.087949165,5.036
2262,Rb,Er,Tl,F,1.72,0.890,1.50,1.33,0.82,1.24,1.62,3.98,Rb2ErTlF6,-3.18533895,4.835
2305,Rb,Er,Tl,Cl,1.72,0.890,1.50,1.81,0.82,1.24,1.62,3.16,Rb2ErTlCl6,-1.874448424,4.255
2313,Rb,Er,Li,Br,1.72,0.890,0.76,1.96,0.82,1.24,0.98,2.96,Rb2ErLiBr6,-1.784976746,4.224
2329,Rb,Er,Na,Br,1.72,0.890,1.02,1.96,0.82,1.24,0.93,2.96,Rb2ErNaBr6,-1.790466731,4.079
2372,Rb,Er,Tl,Br,1.72,0.890,1.50,1.96,0.82,1.24,1.62,2.96,Rb2ErTlBr6,-1.604248489,3.78
2419,Rb,Er,Na,I,1.72,0.890,1.02,2.20,0.82,1.24,0.93,2.66,Rb2ErNaI6,-1.385933216,3.327
2426,Rb,Er,Tl,I,1.72,0.890,1.50,2.20,0.82,1.24,1.62,2.66,Rb2ErTlI6,-1.230692724,3.295
2449,Rb,Er,Li,I,1.72,0.890,0.76,2.20,0.82,1.24,0.98,2.66,Rb2ErLiI6,-1.375149731,3.163
3052,Tl,Er,Na,F,1.70,0.890,1.02,1.33,1.62,1.24,0.93,3.98,Tl2ErNaF6,-3.015628923,4.525
3059,Tl,Er,Li,F,1.70,0.890,0.76,1.33,1.62,1.24,0.98,3.98,Tl2ErLiF6,-3.031955688,4.442
3081,Tl,Er,Li,Cl,1.70,0.890,0.76,1.81,1.62,1.24,0.98,3.16,Tl2ErLiCl6,-1.659667161,4.116
3096,Tl,Er,Na,Cl,1.70,0.890,1.02,1.81,1.62,1.24,0.93,3.16,Tl2ErNaCl6,-1.652555396,4.038
3157,Tl,Er,Li,Br,1.70,0.890,0.76,1.96,1.62,1.24,0.98,2.96,Tl2ErLiBr6,-1.364819227,3.336
3168,Tl,Er,Na,Br,1.70,0.890,1.02,1.96,1.62,1.24,0.93,2.96,Tl2ErNaBr6,-1.361822462,3.291
3287,Tl,Er,Na,I,1.70,0.890,1.02,2.20,1.62,1.24,0.93,2.66,Tl2ErNaI6,-0.962247447,2.535
3301,Tl,Er,Li,I,1.70,0.890,0.76,2.20,1.62,1.24,0.98,2.66,Tl2ErLiI6,-0.961731712,2.506
3,Cs,Ho,Li,F,1.88,0.901,0.76,1.33,0.79,1.23,0.98,3.98,Cs2HoLiF6,-3.44629739,7.26
13,Cs,Ho,Na,F,1.88,0.901,1.02,1.33,0.79,1.23,0.93,3.98,Cs2HoNaF6,-3.457503125,6.884
34,Cs,Ho,Na,Cl,1.88,0.901,1.02,1.81,0.79,1.23,0.93,3.16,Cs2HoNaCl6,-2.130847848,5.303
41,Cs,Ho,Tl,F,1.88,0.901,1.50,1.33,0.79,1.23,1.62,3.98,Cs2HoTlF6,-3.219337634,5.181
43,Cs,Ho,Li,Cl,1.88,0.901,0.76,1.81,0.79,1.23,0.98,3.16,Cs2HoLiCl6,-2.118443114,5.164
75,Cs,Ho,Tl,Cl,1.88,0.901,1.50,1.81,0.79,1.23,1.62,3.16,Cs2HoTlCl6,-1.932628607,4.527
88,Cs,Ho,Na,Br,1.88,0.901,1.02,1.96,0.79,1.23,0.93,2.96,Cs2HoNaBr6,-1.841764414,4.379
98,Cs,Ho,Li,Br,1.88,0.901,0.76,1.96,0.79,1.23,0.98,2.96,Cs2HoLiBr6,-1.828649929,4.254
115,Cs,Ho,Tl,Br,1.88,0.901,1.50,1.96,0.79,1.23,1.62,2.96,Cs2HoTlBr6,-1.666131923,3.991
171,Cs,Ho,Tl,I,1.88,0.901,1.50,2.20,0.79,1.23,1.62,2.66,Cs2HoTlI6,-1.298173658,3.32
176,Cs,Ho,Na,I,1.88,0.901,1.02,2.20,0.79,1.23,0.93,2.66,Cs2HoNaI6,-1.447124399,3.307
661,K,Ho,Li,F,1.64,0.901,0.76,1.33,0.82,1.23,0.98,3.98,K2HoLiF6,-3.462303325,6.696
670,K,Ho,Na,F,1.64,0.901,1.02,1.33,0.82,1.23,0.93,3.98,K2HoNaF6,-3.42879881,6.262
690,K,Ho,Li,Cl,1.64,0.901,0.76,1.81,0.82,1.23,0.98,3.16,K2HoLiCl6,-2.053480299,5.071
715,K,Ho,Na,Cl,1.64,0.901,1.02,1.81,0.82,1.23,0.93,3.16,K2HoNaCl6,-2.046702783,4.831
731,K,Ho,Tl,F,1.64,0.901,1.50,1.33,0.82,1.23,1.62,3.98,K2HoTlF6,-3.138007819,4.511
768,K,Ho,Li,Br,1.64,0.901,0.76,1.96,0.82,1.23,0.98,2.96,K2HoLiBr6,-1.747447864,4.029
771,K,Ho,Tl,Cl,1.64,0.901,1.50,1.81,0.82,1.23,1.62,3.16,K2HoTlCl6,-1.823021542,4.018
790,K,Ho,Na,Br,1.64,0.901,1.02,1.96,0.82,1.23,0.93,2.96,K2HoNaBr6,-1.746931349,3.91
829,K,Ho,Tl,Br,1.64,0.901,1.50,1.96,0.82,1.23,1.62,2.96,K2HoTlBr6,-1.553308358,3.523
860,K,Ho,Na,I,1.64,0.901,1.02,2.20,0.82,1.23,0.93,2.66,K2HoNaI6,-1.339970084,3.273
871,K,Ho,Tl,I,1.64,0.901,1.50,2.20,0.82,1.23,1.62,2.66,K2HoTlI6,-1.181350593,3.218
894,K,Ho,Li,I,1.64,0.901,0.76,2.20,0.82,1.23,0.98,2.66,K2HoLiI6,-1.333208099,3.111
1499,Na,Ho,Li,F,1.39,0.901,0.76,1.33,0.93,1.23,0.98,3.98,Na2HoLiF6,-3.336987264,5.478
1531,Na,Ho,Li,Cl,1.39,0.901,0.76,1.81,0.93,1.23,0.98,3.16,Na2HoLiCl6,-1.880586987,3.989
1578,Na,Ho,Tl,F,1.39,0.901,1.50,1.33,0.93,1.23,1.62,3.98,Na2HoTlF6,-2.951701007,3.343
1601,Na,Ho,Li,Br,1.39,0.901,0.76,1.96,0.93,1.23,0.98,2.96,Na2HoLiBr6,-1.567791803,3.126
1635,Na,Ho,Tl,Cl,1.39,0.901,1.50,1.81,0.93,1.23,1.62,3.16,Na2HoTlCl6,-1.62347873,2.872
1689,Na,Ho,Tl,Br,1.39,0.901,1.50,1.96,0.93,1.23,1.62,2.96,Na2HoTlBr6,-1.353980546,2.597
1732,Na,Ho,Li,I,1.39,0.901,0.76,2.20,0.93,1.23,0.98,2.66,Na2HoLiI6,-1.145755788,2.363
1751,Na,Ho,Tl,I,1.39,0.901,1.50,2.20,0.93,1.23,1.62,2.66,Na2HoTlI6,-0.979430781,2.303
2195,Rb,Ho,Li,F,1.72,0.901,0.76,1.33,0.82,1.23,0.98,3.98,Rb2HoLiF6,-3.4624398,6.91
2210,Rb,Ho,Na,F,1.72,0.901,1.02,1.33,0.82,1.23,0.93,3.98,Rb2HoNaF6,-3.447886785,6.419
2232,Rb,Ho,Li,Cl,1.72,0.901,0.76,1.81,0.82,1.23,0.98,3.16,Rb2HoLiCl6,-2.086714273,5.175
2250,Rb,Ho,Na,Cl,1.72,0.901,1.02,1.81,0.82,1.23,0.93,3.16,Rb2HoNaCl6,-2.087105258,4.998
2264,Rb,Ho,Tl,F,1.72,0.901,1.50,1.33,0.82,1.23,1.62,3.98,Rb2HoTlF6,-3.177975793,4.829
2309,Rb,Ho,Tl,Cl,1.72,0.901,1.50,1.81,0.82,1.23,1.62,3.16,Rb2HoTlCl6,-1.873650017,4.233
2310,Rb,Ho,Li,Br,1.72,0.901,0.76,1.96,0.82,1.23,0.98,2.96,Rb2HoLiBr6,-1.786256089,4.228
2327,Rb,Ho,Na,Br,1.72,0.901,1.02,1.96,0.82,1.23,0.93,2.96,Rb2HoNaBr6,-1.791586824,4.084
2367,Rb,Ho,Tl,Br,1.72,0.901,1.50,1.96,0.82,1.23,1.62,2.96,Rb2HoTlBr6,-1.605220082,3.797
2425,Rb,Ho,Na,I,1.72,0.901,1.02,2.20,0.82,1.23,0.93,2.66,Rb2HoNaI6,-1.388882809,3.297
2427,Rb,Ho,Tl,I,1.72,0.901,1.50,2.20,0.82,1.23,1.62,2.66,Rb2HoTlI6,-1.234024817,3.295
2459,Rb,Ho,Li,I,1.72,0.901,0.76,2.20,0.82,1.23,0.98,2.66,Rb2HoLiI6,-1.378385824,3.13
3053,Tl,Ho,Na,F,1.70,0.901,1.02,1.33,1.62,1.23,0.93,3.98,Tl2HoNaF6,-3.008722766,4.525
3064,Tl,Ho,Li,F,1.70,0.901,0.76,1.33,1.62,1.23,0.98,3.98,Tl2HoLiF6,-3.025431781,4.387
3084,Tl,Ho,Li,Cl,1.70,0.901,0.76,1.81,1.62,1.23,0.98,3.16,Tl2HoLiCl6,-1.658740504,4.11
3107,Tl,Ho,Na,Cl,1.70,0.901,1.02,1.81,1.62,1.23,0.93,3.16,Tl2HoNaCl6,-1.651765239,4.003
3159,Tl,Ho,Li,Br,1.70,0.901,0.76,1.96,1.62,1.23,0.98,2.96,Tl2HoLiBr6,-1.36594957,3.332
3170,Tl,Ho,Na,Br,1.70,0.901,1.02,1.96,1.62,1.23,0.93,2.96,Tl2HoNaBr6,-1.362377555,3.285
3283,Tl,Ho,Na,I,1.70,0.901,1.02,2.20,1.62,1.23,0.93,2.66,Tl2HoNaI6,-0.96438254,2.541
3295,Tl,Ho,Li,I,1.70,0.901,0.76,2.20,1.62,1.23,0.98,2.66,Tl2HoLiI6,-0.964283555,2.515
6,Cs,Dy,Li,F,1.88,0.912,0.76,1.33,0.79,1.22,0.98,3.98,Cs2DyLiF6,-3.440626843,7.19
16,Cs,Dy,Na,F,1.88,0.912,1.02,1.33,0.79,1.22,0.93,3.98,Cs2DyNaF6,-3.450937578,6.798
48,Cs,Dy,Tl,F,1.88,0.912,1.50,1.33,0.79,1.22,1.62,3.98,Cs2DyTlF6,-3.213096587,5.116
49,Cs,Dy,Li,Cl,1.88,0.912,0.76,1.81,0.79,1.22,0.98,3.16,Cs2DyLiCl6,-2.118176317,5.106
50,Cs,Dy,Na,Cl,1.88,0.912,1.02,1.81,0.79,1.22,0.93,3.16,Cs2DyNaCl6,-2.117464551,5.106
77,Cs,Dy,Tl,Cl,1.88,0.912,1.50,1.81,0.79,1.22,1.62,3.16,Cs2DyTlCl6,-1.93146706,4.486
91,Cs,Dy,Na,Br,1.88,0.912,1.02,1.96,0.79,1.22,0.93,2.96,Cs2DyNaBr6,-1.842815867,4.342
97,Cs,Dy,Li,Br,1.88,0.912,0.76,1.96,0.79,1.22,0.98,2.96,Cs2DyLiBr6,-1.829755882,4.262
175,Cs,Dy,Tl,I,1.88,0.912,1.50,2.20,0.79,1.22,1.62,2.66,Cs2DyTlI6,-1.300476861,3.313
179,Cs,Dy,Na,I,1.88,0.912,1.02,2.20,0.79,1.22,0.93,2.66,Cs2DyNaI6,-1.449587852,3.267
202,Cs,Dy,Li,I,1.88,0.912,0.76,2.20,0.79,1.22,0.98,2.66,Cs2DyLiI6,-1.433974117,3.105
663,K,Dy,Li,F,1.64,0.912,0.76,1.33,0.82,1.22,0.98,3.98,K2DyLiF6,-3.453466278,6.671
671,K,Dy,Na,F,1.64,0.912,1.02,1.33,0.82,1.22,0.93,3.98,K2DyNaF6,-3.419638013,6.202
695,K,Dy,Li,Cl,1.64,0.912,0.76,1.81,0.82,1.22,0.98,3.16,K2DyLiCl6,-2.051962252,4.992
712,K,Dy,Na,Cl,1.64,0.912,1.02,1.81,0.82,1.22,0.93,3.16,K2DyNaCl6,-2.044649486,4.835
735,K,Dy,Tl,F,1.64,0.912,1.50,1.33,0.82,1.22,1.62,3.98,K2DyTlF6,-3.129415022,4.493
766,K,Dy,Li,Br,1.64,0.912,0.76,1.96,0.82,1.22,0.98,2.96,K2DyLiBr6,-1.748145817,4.034
779,K,Dy,Tl,Cl,1.64,0.912,1.50,1.81,0.82,1.22,1.62,3.16,K2DyTlCl6,-1.821549245,3.964
788,K,Dy,Na,Br,1.64,0.912,1.02,1.96,0.82,1.22,0.93,2.96,K2DyNaBr6,-1.747188302,3.919
822,K,Dy,Tl,Br,1.64,0.912,1.50,1.96,0.82,1.22,1.62,2.96,K2DyTlBr6,-1.553827561,3.582
861,K,Dy,Na,I,1.64,0.912,1.02,2.20,0.82,1.22,0.93,2.66,K2DyNaI6,-1.342265537,3.261
870,K,Dy,Tl,I,1.64,0.912,1.50,2.20,0.82,1.22,1.62,2.66,K2DyTlI6,-1.183294046,3.22
902,K,Dy,Li,I,1.64,0.912,0.76,2.20,0.82,1.22,0.98,2.66,K2DyLiI6,-1.335657802,3.084
1500,Na,Dy,Li,F,1.39,0.912,0.76,1.33,0.93,1.22,0.98,3.98,Na2DyLiF6,-3.325687217,5.42
1534,Na,Dy,Li,Cl,1.39,0.912,0.76,1.81,0.93,1.22,0.98,3.16,Na2DyLiCl6,-1.87808344,3.974
1585,Na,Dy,Tl,F,1.39,0.912,1.50,1.33,0.93,1.22,1.62,3.98,Na2DyTlF6,-2.94252896,3.297
1605,Na,Dy,Li,Br,1.39,0.912,0.76,1.96,0.93,1.22,0.98,2.96,Na2DyLiBr6,-1.567400756,3.119
1640,Na,Dy,Tl,Cl,1.39,0.912,1.50,1.81,0.93,1.22,1.62,3.16,Na2DyTlCl6,-1.621589683,2.861
1686,Na,Dy,Tl,Br,1.39,0.912,1.50,1.96,0.93,1.22,1.62,2.96,Na2DyTlBr6,-1.354006749,2.613
1733,Na,Dy,Li,I,1.39,0.912,0.76,2.20,0.93,1.22,0.98,2.66,Na2DyLiI6,-1.147568741,2.36
1747,Na,Dy,Tl,I,1.39,0.912,1.50,2.20,0.93,1.22,1.62,2.66,Na2DyTlI6,-0.981628234,2.315
2198,Rb,Dy,Li,F,1.72,0.912,0.76,1.33,0.82,1.22,0.98,3.98,Rb2DyLiF6,-3.454993503,6.87
2207,Rb,Dy,Na,F,1.72,0.912,1.02,1.33,0.82,1.22,0.93,3.98,Rb2DyNaF6,-3.439590488,6.494
2236,Rb,Dy,Li,Cl,1.72,0.912,0.76,1.81,0.82,1.22,0.98,3.16,Rb2DyLiCl6,-2.085556976,5.135
2251,Rb,Dy,Na,Cl,1.72,0.912,1.02,1.81,0.82,1.22,0.93,3.16,Rb2DyNaCl6,-2.085746461,4.991
2274,Rb,Dy,Tl,F,1.72,0.912,1.50,1.33,0.82,1.22,1.62,3.98,Rb2DyTlF6,-3.170282496,4.761
2315,Rb,Dy,Li,Br,1.72,0.912,0.76,1.96,0.82,1.22,0.98,2.96,Rb2DyLiBr6,-1.787095292,4.212
2316,Rb,Dy,Tl,Cl,1.72,0.912,1.50,1.81,0.82,1.22,1.62,3.16,Rb2DyTlCl6,-1.87221947,4.205
2326,Rb,Dy,Na,Br,1.72,0.912,1.02,1.96,0.82,1.22,0.93,2.96,Rb2DyNaBr6,-1.791712527,4.102
2363,Rb,Dy,Tl,Br,1.72,0.912,1.50,1.96,0.82,1.22,1.62,2.96,Rb2DyTlBr6,-1.605387785,3.825
2430,Rb,Dy,Tl,I,1.72,0.912,1.50,2.20,0.82,1.22,1.62,2.66,Rb2DyTlI6,-1.23578552,3.285
2435,Rb,Dy,Na,I,1.72,0.912,1.02,2.20,0.82,1.22,0.93,2.66,Rb2DyNaI6,-1.391335262,3.269
2462,Rb,Dy,Li,I,1.72,0.912,0.76,2.20,0.82,1.22,0.98,2.66,Rb2DyLiI6,-1.380921777,3.098
3051,Tl,Dy,Na,F,1.70,0.912,1.02,1.33,1.62,1.22,0.93,3.98,Tl2DyNaF6,-3.000912469,4.527
3063,Tl,Dy,Li,F,1.70,0.912,0.76,1.33,1.62,1.22,0.98,3.98,Tl2DyLiF6,-3.018937984,4.407
3085,Tl,Dy,Li,Cl,1.70,0.912,0.76,1.81,1.62,1.22,0.98,3.16,Tl2DyLiCl6,-1.657068957,4.101
3105,Tl,Dy,Na,Cl,1.70,0.912,1.02,1.81,1.62,1.22,0.93,3.16,Tl2DyNaCl6,-1.650095942,4.012
3160,Tl,Dy,Li,Br,1.70,0.912,0.76,1.96,1.62,1.22,0.98,2.96,Tl2DyLiBr6,-1.366390773,3.326
3169,Tl,Dy,Na,Br,1.70,0.912,1.02,1.96,1.62,1.22,0.93,2.96,Tl2DyNaBr6,-1.362441008,3.285
3285,Tl,Dy,Na,I,1.70,0.912,1.02,2.20,1.62,1.22,0.93,2.66,Tl2DyNaI6,-0.966244743,2.539
3299,Tl,Dy,Li,I,1.70,0.912,0.76,2.20,1.62,1.22,0.98,2.66,Tl2DyLiI6,-0.966152508,2.508
53,Cs,Cd,Sr,F,1.88,0.95,1.18,1.33,0.79,1.69,0.95,3.98,Cs2CdSrF6,-3.029219409,5.072
128,Cs,Cd,Sr,Cl,1.88,0.95,1.18,1.81,0.79,1.69,0.95,3.16,Cs2CdSrCl6,-1.855550133,3.899
140,Cs,Cd,Pb,F,1.88,0.95,1.19,1.33,0.79,1.69,2.33,3.98,Cs2CdPbF6,-2.57257333,3.79
172,Cs,Cd,Zn,F,1.88,0.95,0.740,1.33,0.79,1.69,1.65,3.98,Cs2CdZnF6,-2.553880474,3.318
196,Cs,Cd,Ge,F,1.88,0.95,0.73,1.33,0.79,1.69,2.01,3.98,Cs2CdGeF6,-2.487083872,3.153
209,Cs,Cd,Sn,F,1.88,0.95,1.0,1.33,0.79,1.69,1.96,3.98,Cs2CdSnF6,-2.542453787,3.002
218,Cs,Cd,Sr,Br,1.88,0.95,1.18,1.96,0.79,1.69,0.95,2.96,Cs2CdSrBr6,-1.608160948,2.869
226,Cs,Cd,Pb,Cl,1.88,0.95,1.19,1.81,0.79,1.69,2.33,3.16,Cs2CdPbCl6,-1.462630553,2.759
245,Cs,Cd,Mg,Cl,1.88,0.95,0.720,1.81,0.79,1.69,1.31,3.16,Cs2CdMgCl6,-1.662158166,2.59
294,Cs,Cd,Ge,Cl,1.88,0.95,0.73,1.81,0.79,1.69,2.01,3.16,Cs2CdGeCl6,-1.363617095,2.124
305,Cs,Cd,Sn,Cl,1.88,0.95,1.0,1.81,0.79,1.69,1.96,3.16,Cs2CdSnCl6,-1.42376526,2.052
335,Cs,Cd,Sr,I,1.88,0.95,1.18,2.20,0.79,1.69,0.95,2.66,Cs2CdSrI6,-1.258732683,1.782
355,Cs,Cd,Ni,Cl,1.88,0.95,0.690,1.81,0.79,1.69,1.91,3.16,Cs2CdNiCl6,-1.219767328,1.589
356,Cs,Cd,Ge,Br,1.88,0.95,0.73,1.96,0.79,1.69,2.01,2.96,Cs2CdGeBr6,-1.151504661,1.588
362,Cs,Cd,Zn,Cl,1.88,0.95,0.740,1.81,0.79,1.69,1.65,3.16,Cs2CdZnCl6,-1.410083447,1.547
366,Cs,Cd,Sn,Br,1.88,0.95,1.0,1.96,0.79,1.69,1.96,2.96,Cs2CdSnBr6,-1.212780576,1.533
374,Cs,Cd,Pb,I,1.88,0.95,1.19,2.20,0.79,1.69,2.33,2.66,Cs2CdPbI6,-0.941198254,1.462
375,Cs,Cd,Mg,Br,1.88,0.95,0.720,1.96,0.79,1.69,1.31,2.96,Cs2CdMgBr6,-1.400377982,1.436
448,Cs,Cd,Ge,I,1.88,0.95,0.73,2.20,0.79,1.69,2.01,2.66,Cs2CdGeI6,-0.848345096,0.987
454,Cs,Cd,Sn,I,1.88,0.95,1.0,2.20,0.79,1.69,1.96,2.66,Cs2CdSnI6,-0.909738036,0.974
545,Cs,Cd,Mn,Br,1.88,0.95,0.67,1.96,0.79,1.69,1.55,2.96,Cs2CdMnBr6,-1.194467927,0.481
570,Cs,Cd,Zn,Br,1.88,0.95,0.740,1.96,0.79,1.69,1.65,2.96,Cs2CdZnBr6,-1.179614013,0.353
584,Cs,Cd,Mg,I,1.88,0.95,0.720,2.20,0.79,1.69,1.31,2.66,Cs2CdMgI6,-1.043219067,0.263
649,K,Cd,Hg,Br,1.64,0.95,1.02,1.96,0.82,1.69,2,2.96,K2CdHgBr6,-0.992769632,9.999
652,K,Cd,Zn,I,1.64,0.95,0.740,2.20,0.82,1.69,1.65,2.66,K2CdZnI6,-0.769721808,9.999
696,K,Cd,Mg,F,1.64,0.95,0.720,1.33,0.82,1.69,1.31,3.98,K2CdMgF6,-2.949539628,4.986
724,K,Cd,Sr,F,1.64,0.95,1.18,1.33,0.82,1.69,0.95,3.98,K2CdSrF6,-2.972890094,4.63
765,K,Cd,Sr,Cl,1.64,0.95,1.18,1.81,0.82,1.69,0.95,3.16,K2CdSrCl6,-1.763583318,4.038
828,K,Cd,Pb,F,1.64,0.95,1.19,1.33,0.82,1.69,2.33,3.98,K2CdPbF6,-2.514955015,3.535
869,K,Cd,Zn,F,1.64,0.95,0.740,1.33,0.82,1.69,1.65,3.98,K2CdZnF6,-2.570272909,3.223
931,K,Cd,Sr,Br,1.64,0.95,1.18,1.96,0.82,1.69,0.95,2.96,K2CdSrBr6,-1.507924633,2.911
932,K,Cd,Ge,F,1.64,0.95,0.73,1.33,0.82,1.69,2.01,3.98,K2CdGeF6,-2.466330557,2.905
941,K,Cd,Mg,Cl,1.64,0.95,0.720,1.81,0.82,1.69,1.31,3.16,K2CdMgCl6,-1.605608351,2.83
948,K,Cd,Pb,Cl,1.64,0.95,1.19,1.81,0.82,1.69,2.33,3.16,K2CdPbCl6,-1.369296738,2.758
