 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.17487000E+01  0.82277773E+05  0.82277773E+05  0.82277773E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17569000E+01  0.82721108E+05  0.82721108E+05  0.82721108E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17651000E+01  0.83174561E+05  0.83174561E+05  0.83174561E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17733000E+01  0.83628584E+05  0.83628584E+05  0.83628584E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17814000E+01  0.84078459E+05  0.84078459E+05  0.84078459E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17896000E+01  0.84543349E+05  0.84543349E+05  0.84543349E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17978000E+01  0.85008880E+05  0.85008880E+05  0.85008880E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18060000E+01  0.85484851E+05  0.85484851E+05  0.85484851E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18141000E+01  0.85966626E+05  0.85966626E+05  0.85966626E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18223000E+01  0.86444046E+05  0.86453911E+05  0.86444046E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18305000E+01  0.86941971E+05  0.86941971E+05  0.86941971E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18386000E+01  0.87435980E+05  0.87435980E+05  0.87435980E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18468000E+01  0.87935576E+05  0.87935576E+05  0.87935576E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18550000E+01  0.88446001E+05  0.88455992E+05  0.88446001E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18632000E+01  0.88967345E+05  0.88967345E+05  0.88967345E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18713000E+01  0.89484863E+05  0.89484863E+05  0.89484863E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18795000E+01  0.90018189E+05  0.90018189E+05  0.90018189E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18877000E+01  0.90562631E+05  0.90562631E+05  0.90562631E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18958000E+01  0.91103330E+05  0.91103330E+05  0.91103330E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19040000E+01  0.91660046E+05  0.91660046E+05  0.91660046E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19122000E+01  0.92217874E+05  0.92217874E+05  0.92217874E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19204000E+01  0.92787020E+05  0.92787020E+05  0.92787020E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19285000E+01  0.93362713E+05  0.93362713E+05  0.93362713E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19367000E+01  0.93954693E+05  0.93954693E+05  0.93954693E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19449000E+01  0.94547919E+05  0.94547919E+05  0.94547919E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19530000E+01  0.95147813E+05  0.95147813E+05  0.95147813E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19612000E+01  0.95764167E+05  0.95764167E+05  0.95764167E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19694000E+01  0.96392177E+05  0.96392177E+05  0.96392177E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19776000E+01  0.97021543E+05  0.97031895E+05  0.97021543E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19857000E+01  0.97668085E+05  0.97668085E+05  0.97668085E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19939000E+01  0.98320954E+05  0.98320954E+05  0.98320954E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20021000E+01  0.98996041E+05  0.98996041E+05  0.98985641E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20102000E+01  0.99667646E+05  0.99667646E+05  0.99667646E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20184000E+01  0.10035609E+06  0.10035609E+06  0.10035609E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20266000E+01  0.10105648E+06  0.10105648E+06  0.10105648E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20348000E+01  0.10177928E+06  0.10177928E+06  0.10177928E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20429000E+01  0.10249863E+06  0.10249863E+06  0.10249863E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20511000E+01  0.10324546E+06  0.10324546E+06  0.10323500E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20593000E+01  0.10399389E+06  0.10399389E+06  0.10399389E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20674000E+01  0.10475980E+06  0.10475980E+06  0.10475980E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20756000E+01  0.10554286E+06  0.10555334E+06  0.10554286E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20838000E+01  0.10634851E+06  0.10634851E+06  0.10634851E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20920000E+01  0.10716629E+06  0.10716629E+06  0.10716629E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21001000E+01  0.10799107E+06  0.10799107E+06  0.10799107E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21083000E+01  0.10884358E+06  0.10884358E+06  0.10884358E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21165000E+01  0.10970823E+06  0.10970823E+06  0.10970823E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21246000E+01  0.11059029E+06  0.11059029E+06  0.11059029E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21328000E+01  0.11150012E+06  0.11150012E+06  0.11150012E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21410000E+01  0.11242205E+06  0.11242205E+06  0.11242205E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21492000E+01  0.11336652E+06  0.11336652E+06  0.11336652E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21573000E+01  0.11432820E+06  0.11432820E+06  0.11432820E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21655000E+01  0.11531761E+06  0.11531761E+06  0.11531761E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21737000E+01  0.11632942E+06  0.11632942E+06  0.11632942E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21819000E+01  0.11736357E+06  0.11736357E+06  0.11736357E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21900000E+01  0.11842497E+06  0.11842497E+06  0.11842497E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21982000E+01  0.11950352E+06  0.11951391E+06  0.11950352E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22064000E+01  0.12062491E+06  0.12062491E+06  0.12062491E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22145000E+01  0.12176274E+06  0.12176274E+06  0.12175239E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22227000E+01  0.12292786E+06  0.12292786E+06  0.12292786E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22309000E+01  0.12413530E+06  0.12413530E+06  0.12412501E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22391000E+01  0.12536426E+06  0.12536426E+06  0.12536426E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22472000E+01  0.12662948E+06  0.12662948E+06  0.12661923E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22554000E+01  0.12793166E+06  0.12793166E+06  0.12792145E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22636000E+01  0.12926499E+06  0.12926499E+06  0.12926499E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22717000E+01  0.13063365E+06  0.13063365E+06  0.13063365E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22799000E+01  0.13204873E+06  0.13204873E+06  0.13204873E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22881000E+01  0.13350417E+06  0.13350417E+06  0.13350417E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22963000E+01  0.13500963E+06  0.13500963E+06  0.13500963E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23044000E+01  0.13654867E+06  0.13654867E+06  0.13654867E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23126000E+01  0.13814264E+06  0.13814264E+06  0.13814264E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23208000E+01  0.13978511E+06  0.13978511E+06  0.13978511E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23289000E+01  0.14147927E+06  0.14147927E+06  0.14147927E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23371000E+01  0.14322669E+06  0.14322669E+06  0.14322669E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23453000E+01  0.14504024E+06  0.14504024E+06  0.14504024E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23535000E+01  0.14690927E+06  0.14690927E+06  0.14690927E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23616000E+01  0.14884594E+06  0.14884594E+06  0.14883632E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23698000E+01  0.15084250E+06  0.15085206E+06  0.15084250E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23780000E+01  0.15292037E+06  0.15292987E+06  0.15292037E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23861000E+01  0.15507164E+06  0.15507164E+06  0.15507164E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23943000E+01  0.15729841E+06  0.15730777E+06  0.15729841E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24025000E+01  0.15962086E+06  0.15962086E+06  0.15962086E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24107000E+01  0.16202785E+06  0.16202785E+06  0.16202785E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24188000E+01  0.16451997E+06  0.16452910E+06  0.16451997E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24270000E+01  0.16712686E+06  0.16712686E+06  0.16712686E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24352000E+01  0.16983931E+06  0.16983931E+06  0.16983931E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24433000E+01  0.17265660E+06  0.17265660E+06  0.17265660E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24515000E+01  0.17559878E+06  0.17560757E+06  0.17559878E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24597000E+01  0.17867318E+06  0.17868188E+06  0.17867318E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24679000E+01  0.18188477E+06  0.18188477E+06  0.18188477E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24760000E+01  0.18523912E+06  0.18523912E+06  0.18523062E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24842000E+01  0.18874653E+06  0.18875493E+06  0.18874653E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24924000E+01  0.19242828E+06  0.19243657E+06  0.19242828E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25005000E+01  0.19627893E+06  0.19628711E+06  0.19627893E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25087000E+01  0.20033216E+06  0.20033216E+06  0.20032409E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25169000E+01  0.20458118E+06  0.20458913E+06  0.20458118E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25251000E+01  0.20905784E+06  0.20905784E+06  0.20905000E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25332000E+01  0.21375241E+06  0.21376012E+06  0.21375241E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25414000E+01  0.21871786E+06  0.21871786E+06  0.21871027E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25496000E+01  0.22394202E+06  0.22394948E+06  0.22393457E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25578000E+01  0.22945734E+06  0.22946466E+06  0.22945734E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25659000E+01  0.23527695E+06  0.23527695E+06  0.23526976E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25741000E+01  0.24143190E+06  0.24143895E+06  0.24142485E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25823000E+01  0.24793812E+06  0.24794503E+06  0.24793812E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25904000E+01  0.25481462E+06  0.25482138E+06  0.25481462E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25986000E+01  0.26209963E+06  0.26210624E+06  0.26209301E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26068000E+01  0.26980613E+06  0.26981259E+06  0.26979966E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26150000E+01  0.27795349E+06  0.27795981E+06  0.27794717E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26231000E+01  0.28655331E+06  0.28655947E+06  0.28654714E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26313000E+01  0.29564013E+06  0.29564614E+06  0.29563411E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26395000E+01  0.30521370E+06  0.30521956E+06  0.30520783E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26476000E+01  0.31525862E+06  0.31526433E+06  0.31525291E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26558000E+01  0.32579945E+06  0.32580501E+06  0.32579389E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26640000E+01  0.33680274E+06  0.33681357E+06  0.33679733E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26722000E+01  0.34824253E+06  0.34824779E+06  0.34823726E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26803000E+01  0.36005563E+06  0.36006588E+06  0.36005051E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26885000E+01  0.37221338E+06  0.37222336E+06  0.37220840E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26967000E+01  0.38462872E+06  0.38463843E+06  0.38461901E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27048000E+01  0.39720145E+06  0.39721091E+06  0.39719198E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27130000E+01  0.40986513E+06  0.40987435E+06  0.40985590E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27212000E+01  0.42249695E+06  0.42250595E+06  0.42248795E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27294000E+01  0.43498525E+06  0.43499404E+06  0.43497645E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27375000E+01  0.44721164E+06  0.44722025E+06  0.44719873E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27457000E+01  0.45908896E+06  0.45909739E+06  0.45908052E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27539000E+01  0.47050645E+06  0.47051473E+06  0.47049403E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27620000E+01  0.48134063E+06  0.48134877E+06  0.48133249E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27702000E+01  0.49154051E+06  0.49154853E+06  0.49152848E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27784000E+01  0.50099348E+06  0.50100139E+06  0.50098556E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27866000E+01  0.50961680E+06  0.50962463E+06  0.50960898E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27947000E+01  0.51730059E+06  0.51730834E+06  0.51729283E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28029000E+01  0.52398823E+06  0.52399593E+06  0.52397668E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28111000E+01  0.52955671E+06  0.52956437E+06  0.52954904E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28192000E+01  0.53388856E+06  0.53389620E+06  0.53388091E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28274000E+01  0.53691563E+06  0.53692328E+06  0.53690798E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28356000E+01  0.53851880E+06  0.53852647E+06  0.53851113E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28438000E+01  0.53861276E+06  0.53861662E+06  0.53860505E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28519000E+01  0.53711043E+06  0.53711821E+06  0.53710654E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28601000E+01  0.53402099E+06  0.53402492E+06  0.53401312E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28683000E+01  0.52932176E+06  0.52932575E+06  0.52931777E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28764000E+01  0.52303784E+06  0.52304190E+06  0.52303378E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28846000E+01  0.51529316E+06  0.51529316E+06  0.51528901E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28928000E+01  0.50618608E+06  0.50619032E+06  0.50618608E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29010000E+01  0.49588712E+06  0.49588712E+06  0.49588276E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29091000E+01  0.48455650E+06  0.48455650E+06  0.48455201E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29173000E+01  0.47243447E+06  0.47243447E+06  0.47243447E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29255000E+01  0.45971942E+06  0.45972420E+06  0.45971942E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29336000E+01  0.44661002E+06  0.44661002E+06  0.44661002E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29418000E+01  0.43333548E+06  0.43333548E+06  0.43333548E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29500000E+01  0.42007097E+06  0.42007097E+06  0.42007097E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29582000E+01  0.40697064E+06  0.40697064E+06  0.40697064E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29663000E+01  0.39416462E+06  0.39416462E+06  0.39416462E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29745000E+01  0.38179713E+06  0.38179713E+06  0.38179713E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29827000E+01  0.36993214E+06  0.36993214E+06  0.36993214E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29909000E+01  0.35863068E+06  0.35863709E+06  0.35863068E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29990000E+01  0.34793421E+06  0.34794085E+06  0.34793421E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30072000E+01  0.33788818E+06  0.33788818E+06  0.33788818E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30154000E+01  0.32848618E+06  0.32848618E+06  0.32847907E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30235000E+01  0.31971116E+06  0.31971116E+06  0.31971116E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30317000E+01  0.31158688E+06  0.31158688E+06  0.31157931E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30399000E+01  0.30407615E+06  0.30407615E+06  0.30407615E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30481000E+01  0.29716017E+06  0.29716017E+06  0.29716017E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30562000E+01  0.29081995E+06  0.29081995E+06  0.29081995E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30644000E+01  0.28503399E+06  0.28504245E+06  0.28503399E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30726000E+01  0.27978649E+06  0.27978649E+06  0.27978649E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30807000E+01  0.27504000E+06  0.27504000E+06  0.27504000E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30889000E+01  0.27079570E+06  0.27079570E+06  0.27079570E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30971000E+01  0.26702264E+06  0.26702264E+06  0.26702264E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31053000E+01  0.26370338E+06  0.26371277E+06  0.26370338E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31134000E+01  0.26082693E+06  0.26082693E+06  0.26082693E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31216000E+01  0.25838510E+06  0.25838510E+06  0.25838510E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31298000E+01  0.25636966E+06  0.25636966E+06  0.25636966E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31379000E+01  0.25476032E+06  0.25476032E+06  0.25476032E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31461000E+01  0.25357827E+06  0.25357827E+06  0.25356825E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31543000E+01  0.25279788E+06  0.25279788E+06  0.25279788E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31625000E+01  0.25242944E+06  0.25243961E+06  0.25242944E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31706000E+01  0.25247338E+06  0.25247338E+06  0.25246315E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31788000E+01  0.25293147E+06  0.25294173E+06  0.25293147E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31870000E+01  0.25382041E+06  0.25382041E+06  0.25382041E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31951000E+01  0.25513434E+06  0.25513434E+06  0.25512406E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32033000E+01  0.25688912E+06  0.25688912E+06  0.25687886E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32115000E+01  0.25909504E+06  0.25909504E+06  0.25908481E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32197000E+01  0.26174756E+06  0.26174756E+06  0.26174756E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32278000E+01  0.26486220E+06  0.26486220E+06  0.26485210E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32360000E+01  0.26844609E+06  0.26844609E+06  0.26843607E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32442000E+01  0.27248998E+06  0.27248998E+06  0.27248006E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32523000E+01  0.27698223E+06  0.27698223E+06  0.27697242E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
